Time[s],Signal A,Signal B,Signal C,Sensor A,Sensor B,Sensor C,Sensor D
0.0,316.07196816906355,316.07196816906355,316.07196816906355,650.1546948090636,362.1876819690636,408.3033957690636,611.7249333090635
0.01,316.07196816906355,316.07196816906355,316.07196816906355,650.1546948090636,362.1876819690636,408.3033957690636,611.7249333090635
0.02,316.07196816906355,316.07196816906355,316.07196816906355,648.6822959021589,362.6352872359682,408.2631726186936,613.2420132186721
0.03,316.07196816906355,316.07196816906355,316.07196816906355,649.5342437476619,361.78333939046513,407.4111878806195,612.816020849635
0.04,316.07196816906355,316.07196816906355,316.07196816906355,649.674048145618,361.7070353056181,408.3033957690636,612.2761062708138
0.05,316.07196816906355,316.07196816906355,316.07196816906355,650.0900077849194,362.1229949449194,408.3033957690636,613.0887368835246
0.06,316.07196816906355,316.07196816906355,316.07196816906355,648.7718300728984,363.1095924763694,407.8602032635728,612.8189312635728
0.07,316.07196816906355,316.07196816906355,316.07196816906355,649.0035420636643,363.2124756090636,408.1251534112584,612.7497269490635
0.08,316.07196816906355,316.07196816906355,316.07196816906355,649.6828367758746,362.7000787890636,408.8079344714321,613.2542656514321
0.09,316.07196816906355,316.07196816906355,316.07196816906355,650.5555858826825,362.7000787890636,408.3716244800275,612.8179556600275
0.1,316.07196816906355,316.07196816906355,316.07196816906355,649.6422979890635,361.6448385300191,407.80678896946864,612.2373301290636
0.11,316.07196816906355,316.07196816906355,316.07196816906355,649.6422979890635,361.2452079525775,408.1387257782265,612.2373301290636
0.12,316.07196816906355,316.07196816906355,316.07196816906355,650.1869430153271,362.6678305828,408.3033957690636,610.8001308341056
0.13,316.07196816906355,316.07196816906355,316.07196816906355,650.6120786568811,362.2426949412461,408.3033957690636,612.9258520832085
0.14,316.07196816906355,316.07196816906355,316.07196816906355,650.6986081326681,362.63704578185445,408.322555310957,612.711409914864
0.15,316.07196816906355,316.07196816906355,316.07196816906355,651.1146313091751,361.8049994288402,408.7289474768354,611.8986235335199
0.16,316.07196816906355,316.07196816906355,316.07196816906355,650.2575676938213,361.67528514906354,408.8157925890636,612.1682241947437
0.17,316.07196816906355,316.07196816906355,316.07196816906355,650.5504557657206,362.46680706237765,409.1990039228052,612.2373301290636
0.18,316.07196816906355,316.07196816906355,316.07196816906355,651.1192695251899,360.75085774857786,409.31321307480863,612.2148646028875
0.19,316.07196816906355,316.07196816906355,316.07196816906355,649.8078697983037,362.93652122727167,408.4389636701119,610.9034935702233
0.2,316.07196816906355,316.07196816906355,316.07196816906355,649.6727343601716,361.7361578912796,409.2968512195524,611.6935951195524
0.21,316.07196816906355,316.07196816906355,316.07196816906355,650.0718074498731,362.5343061202699,408.6336478170773,611.0303917170772
0.22,316.07196816906355,316.07196816906355,316.07196816906355,650.2188817339113,362.7000787890636,409.3083678504787,612.177865453309
